name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought
Aisha Mishra,18,Female,BBA,2nd Year,50.5,8.18,6.81,8.26,8.15,8.69,0.0,Occasionally,0
Ananya Shah,18,Female,BSc IT,1st Year,100.0,7.51,,5.44,8.57,8.53,1.0,Rarely,0
Akash Gupta,19,Female,BA,1st Year,62.85,6.74,4.62,,7.5,5.43,0.0,Never,1
Arjun Agarwal,22,Male,BSc IT,3rd Year,12.0,7.6,8.11,6.34,6.14,6.04,,Regularly,0
Simran Malhotra,20,Female,BCom,2nd Year,77.37,7.04,3.8,7.76,8.49,6.31,0.0,Rarely,0
Manav Agarwal,20,Female,BCom,2nd Year,,1.9328997218189037,9.35,8.19,7.93,7.56,1.0,Never,0
Vikram Saxena,20,Male,BBA,2nd Year,100.0,7.19,7.23,6.88,8.17,,2.0,Regularly,0
Akash Reddy,22,Male,BCom,3rd Year,56.78,6.87,8.86,6.57,7.54,8.3,,Rarely,0
Siddharth Chopra,19,Male,BCom,2nd Year,65.99,5.29,5.27,7.45,8.74,6.53,1.0,Occasionally,0
Aisha Nair,19,Female,BSc IT,2nd Year,79.12,6.98,9.12,7.73,8.31,5.9,0.0,Never,0
Siddharth Malhotra,20,Female,BSc IT,3rd Year,80.96,4.8,6.06,7.95,5.62,,0.0,Occasionally,0
Yash Kapoor,20,Female,BA,3rd Year,56.21,9.96,5.58,8.05,7.02,5.97,1.0,Rarely,0
Meera Kulkarni,18,Male,BSc CS,3rd Year,72.66,7.74,6.07,6.12,5.45,6.96,1.0,Rarely,0
Kavya Kapoor,22,Female,BSc IT,3rd Year,45.46,7.52,,6.58,7.72,,0.0,Never,1
Simran Joshi,22,Female,BBA,3rd Year,96.52,6.12,7.6,7.5,7.09,7.75,0.0,Rarely,0
Anjali Agarwal,19,Female,BSc IT,2nd Year,8.0,6.5,9.04,7.99,8.17,7.9,0.0,Regularly,0
Rahul Patel,19,Female,BA,2nd Year,,6.63,5.92,7.04,4.63,7.74,1.0,Regularly,0
Arjun Kapoor,18,Female,BBA,2nd Year,,6.88,9.55,5.16,5.96,7.01,2.0,Rarely,0
Harsh Kapoor,18,Female,BSc CS,2nd Year,60.78,8.0,6.3,,7.7,5.87,0.0,Never,0
Rohan Shah,21,Female,BBA,2nd Year,74.35,7.67,5.03,,6.31,6.59,0.0,Regularly,0
Ananya Singh,20,Male,BCom,1st Year,75.7,3.95,6.73,5.13,6.47,9.29,0.0,Regularly,0
Arjun Malhotra,20,Male,BA,3rd Year,55.77,5.6,,5.96,6.56,4.78,2.0,Rarely,0
Ananya Patel,21,Female,BSc IT,1st Year,65.37,5.61,7.35,5.7,7.78,6.39,0.0,Regularly,0
Aarav Patel,18,Female,BA,3rd Year,,8.96,5.61,6.41,8.75,9.39,,Rarely,0
Yash Desai,19,Male,BSc IT,1st Year,3.0,7.3,8.64,4.84,6.21,7.77,1.0,Rarely,0
Pooja Joshi,20,Male,BSc CS,3rd Year,,5.9,7.68,8.14,4.13,,,Rarely,0
Riya Singh,21,Female,BSc IT,3rd Year,98.35,7.18,7.92,8.47,6.99,7.09,2.0,Regularly,0
Priya Gupta,20,Female,BBA,1st Year,74.33,6.62,7.15,5.98,4.67,7.29,1.0,Regularly,0
Kavya Desai,18,Male,BSc IT,2nd Year,37.55,7.01,4.84,7.61,4.49,6.78,0.0,Occasionally,1
Sneha Joshi,22,Female,BSc CS,1st Year,92.31,7.26,7.19,6.0,6.22,6.88,,Occasionally,0
Manav Desai,19,Female,BBA,1st Year,69.95,1.3783491021298957,6.12,8.02,5.59,,2.0,Occasionally,0
Rohan Gupta,20,Female,BBA,2nd Year,,6.21,9.55,7.18,6.65,7.54,1.0,Occasionally,0
Vikram Tiwari,19,Female,BSc CS,3rd Year,78.02,7.2,7.07,,6.63,8.7,2.0,Rarely,0
Meera Mishra,22,Female,BBA,3rd Year,79.48,5.38,5.65,,6.75,5.03,1.0,Rarely,0
Tanvi Sharma,20,Female,BA,3rd Year,91.9,5.22,6.78,5.72,7.52,6.57,0.0,Never,0
Shreya Tiwari,20,Male,BCom,1st Year,53.49,6.3,7.4,5.73,5.86,4.82,2.0,Regularly,1
Vikram Singh,19,Female,BSc IT,1st Year,73.61,5.78,8.13,8.26,5.73,5.88,,Rarely,0
Pooja Iyer,19,Female,BSc IT,3rd Year,76.0,0.664747713709188,6.09,10.0,8.6,6.36,1.0,Rarely,0
Riya Iyer,20,Female,BSc CS,3rd Year,72.27,4.99,5.42,6.74,8.79,7.88,0.0,Occasionally,0
Arjun Kulkarni,21,Male,BBA,3rd Year,12.0,8.64,4.96,5.41,4.99,7.3,1.0,Rarely,0
Simran Iyer,21,Male,BBA,2nd Year,94.83,6.54,4.97,8.38,7.65,6.38,2.0,Never,0
Neha Gupta,20,Female,BCom,2nd Year,97.51,0.8517886942968771,5.07,8.09,6.2,6.26,1.0,Occasionally,0
Siddharth Nair,19,Female,BBA,1st Year,,5.93,6.77,6.47,5.63,7.72,1.0,Occasionally,0
Riya Pandey,19,Male,BSc CS,2nd Year,89.77,8.46,7.28,7.57,6.56,,0.0,Rarely,0
Krishna Joshi,18,Male,BSc IT,1st Year,89.67,6.27,4.86,7.09,8.43,8.91,1.0,Regularly,0
Rahul Gupta,21,Female,BBA,1st Year,71.03,6.39,8.63,7.12,8.07,6.24,2.0,Rarely,0
Diya Desai,22,Female,BSc IT,1st Year,79.57,6.09,6.98,6.41,6.75,4.9,0.0,Never,0
Manav Singh,20,Male,BSc IT,1st Year,100.0,7.39,8.44,6.64,6.19,6.83,0.0,Regularly,0
Sneha Chopra,21,Female,BBA,1st Year,100.0,7.07,5.78,8.77,5.2,3.0,2.0,Occasionally,0
Vivaan Kapoor,18,Male,BSc CS,1st Year,75.88,4.62,6.18,8.01,7.63,5.7,1.0,Rarely,0
Sneha Agarwal,21,Male,BBA,3rd Year,93.62,7.68,7.52,7.44,7.74,6.54,,Rarely,0
Sneha Mehta,20,Male,BSc IT,1st Year,78.78,6.78,5.54,7.88,7.57,5.05,2.0,Rarely,0
Priya Malhotra,19,Male,BA,3rd Year,70.06,5.62,6.8,7.29,6.01,7.51,0.0,Regularly,0
Aryan Mehta,19,Male,BSc CS,2nd Year,72.28,6.46,,4.99,6.3,7.42,2.0,Occasionally,0
Ananya Joshi,21,Female,BA,2nd Year,52.05,8.44,8.52,8.13,6.45,6.25,,Never,1
Kavya Kulkarni,21,Male,BSc CS,3rd Year,100.0,6.75,6.37,8.48,8.01,6.38,1.0,Occasionally,0
Priya Khan,21,Male,BSc CS,2nd Year,75.15,7.76,5.08,6.62,7.13,5.9,0.0,Occasionally,0
Aarav Chopra,21,Female,BA,2nd Year,76.78,6.11,,8.77,8.27,7.52,0.0,Never,0
Aryan Bansal,21,Female,BA,2nd Year,84.01,1.4416904143930604,8.24,8.05,7.56,6.53,1.0,Never,0
Rahul Bansal,18,Female,BSc IT,3rd Year,76.95,7.49,,9.45,7.64,6.87,0.0,Never,0
Ananya Verma,21,Male,BSc CS,3rd Year,56.49,4.88,6.25,4.78,6.81,9.94,2.0,Rarely,0
Manav Patel,20,Female,BBA,2nd Year,95.01,0.8958900506345673,7.78,6.52,8.26,,1.0,Rarely,0
Simran Sharma,19,Female,BBA,1st Year,60.76,7.27,,7.76,5.6,7.18,1.0,Regularly,0
Meera Desai,20,Male,BBA,3rd Year,52.21,7.92,5.34,7.27,7.71,8.23,0.0,Occasionally,0
Manav Iyer,18,Male,BSc IT,1st Year,61.2,7.69,7.89,7.78,6.71,6.82,,Occasionally,1
Shreya Malhotra,21,Female,BBA,2nd Year,68.86,0.4986349462640478,7.39,7.13,4.93,6.62,0.0,Never,0
Simran Kapoor,22,Female,BSc IT,2nd Year,47.44,0.8885136925553572,6.65,6.26,7.23,8.06,2.0,Regularly,0
Kavya Mehta,18,Male,BCom,2nd Year,64.49,1.9003840558881442,7.07,7.16,7.07,5.68,3.0,Regularly,1
Pooja Kulkarni,19,Female,BBA,1st Year,82.1,6.86,7.31,9.89,8.07,,1.0,Rarely,0
Pooja Bansal,20,Female,BSc CS,2nd Year,100.0,5.38,8.81,8.26,7.16,6.3,2.0,Regularly,0
Pooja Reddy,20,Male,BCom,3rd Year,90.91,7.09,5.16,6.99,6.26,,1.0,Occasionally,0
Aarav Patel,20,Male,BA,2nd Year,55.83,6.41,4.36,8.17,6.33,8.57,1.0,Regularly,0
Vivaan Bansal,18,Male,BA,2nd Year,60.34,8.94,,5.64,6.91,8.18,0.0,Regularly,0
Shreya Iyer,22,Female,BA,2nd Year,91.62,9.17,7.36,,6.87,7.34,2.0,Rarely,0
Tanvi Chopra,21,Female,BSc CS,3rd Year,64.28,6.85,7.24,,5.39,8.11,0.0,Regularly,0
Shreya Shah,18,Female,BA,1st Year,93.19,6.24,8.65,,5.55,5.66,0.0,Regularly,0
Diya Iyer,18,Female,BBA,3rd Year,4.0,5.42,6.5,7.01,7.28,6.67,,Rarely,0
Diya Mehta,21,Male,BSc CS,3rd Year,71.51,6.85,7.49,6.21,7.95,8.26,0.0,Never,0
Siddharth Iyer,22,Male,BSc CS,1st Year,90.33,6.57,4.88,7.86,4.57,6.05,1.0,Rarely,0
Aarav Mehta,21,Male,BBA,3rd Year,62.06,6.26,,8.24,7.58,7.23,0.0,Occasionally,0
Harsh Mehta,21,Female,BA,3rd Year,83.03,0.3889026637697439,8.7,7.36,7.18,5.04,1.0,Rarely,0
Meera Sharma,20,Male,BSc IT,1st Year,43.85,6.73,,7.32,6.15,,1.0,Rarely,0
Varun Gupta,20,Male,BBA,1st Year,7.0,6.66,6.45,6.24,7.47,7.16,0.0,Never,1
Karan Gupta,21,Female,BCom,3rd Year,92.54,7.72,6.91,9.13,4.07,7.75,1.0,Rarely,0
Varun Malhotra,22,Female,BCom,3rd Year,17.0,5.0,5.75,,7.39,7.28,2.0,Occasionally,0
Siddharth Tiwari,20,Male,BSc IT,1st Year,86.04,7.4,5.14,5.78,8.3,6.67,3.0,Never,1
Varun Malhotra,20,Female,BA,2nd Year,79.94,6.28,6.27,6.9,5.41,7.44,0.0,Never,0
Aryan Verma,18,Female,BCom,1st Year,81.92,7.03,7.28,7.78,7.27,5.69,0.0,Occasionally,0
Riya Joshi,19,Male,BBA,1st Year,84.91,8.17,6.78,,7.58,6.37,0.0,Regularly,0
Simran Desai,18,Female,BBA,3rd Year,76.27,7.18,6.87,5.64,5.56,6.6,2.0,Rarely,0
Manav Gupta,20,Male,BSc IT,3rd Year,57.41,7.06,7.39,5.73,7.63,,1.0,Never,1
Arjun Reddy,21,Male,BBA,2nd Year,69.85,7.3,4.07,7.06,7.74,6.99,0.0,Never,0
Diya Desai,21,Female,BSc CS,2nd Year,73.5,7.48,5.8,7.7,7.94,6.14,1.0,Rarely,0
Karan Chopra,22,Male,BBA,2nd Year,68.24,4.81,6.72,6.52,7.96,7.94,1.0,Never,0
Meera Iyer,22,Female,BSc IT,2nd Year,100.0,8.43,5.97,5.51,6.15,7.68,0.0,Occasionally,0
Priya Reddy,21,Male,BA,2nd Year,62.08,6.12,7.98,5.48,4.77,6.3,0.0,Never,1
Ishaan Patel,21,Male,BSc CS,3rd Year,63.41,1.35854318989497,6.23,8.49,7.75,6.49,2.0,Regularly,0
Diya Agarwal,20,Female,BBA,1st Year,60.1,6.95,7.53,7.25,6.62,5.57,2.0,Occasionally,0
Krishna Sharma,22,Female,BSc IT,1st Year,67.84,7.34,6.96,6.9,7.85,5.87,1.0,Occasionally,0
Yash Nair,21,Female,BA,1st Year,95.38,6.11,8.94,7.98,6.55,7.51,1.0,Regularly,0
Priya Chopra,21,Female,BSc CS,1st Year,9.0,8.88,5.48,7.73,7.93,6.18,2.0,Regularly,0
Aditya Tiwari,19,Male,BSc IT,1st Year,79.95,6.64,,5.92,8.17,5.76,2.0,Never,0
Akash Patel,20,Female,BA,2nd Year,79.01,9.15,5.95,6.33,7.34,6.69,2.0,Regularly,0
Yash Mehta,21,Male,BBA,3rd Year,90.38,4.91,5.57,9.89,7.72,8.14,0.0,Rarely,0
Priya Khan,18,Male,BBA,3rd Year,4.0,6.91,7.84,7.16,7.89,7.27,,Occasionally,0
Yash Verma,20,Female,BCom,3rd Year,83.56,6.32,5.81,6.42,8.27,8.09,2.0,Occasionally,0
Varun Kulkarni,22,Female,BA,2nd Year,72.03,6.4,4.69,6.77,6.64,6.94,1.0,Rarely,0
Aryan Desai,20,Male,BCom,3rd Year,86.75,0.46946140910628653,6.98,7.33,6.79,6.45,,Rarely,0
Meera Joshi,19,Female,BSc IT,3rd Year,74.24,7.0,4.85,8.05,5.25,6.19,1.0,Occasionally,0
Aditya Gupta,19,Male,BA,1st Year,72.24,6.36,8.13,6.51,7.32,7.03,,Occasionally,0
Rohan Kulkarni,21,Male,BSc IT,3rd Year,,6.05,4.66,6.5,5.91,6.12,0.0,Regularly,0
Yash Reddy,19,Female,BA,1st Year,14.0,0.3646874769203128,7.07,7.64,7.93,7.44,2.0,Never,0
Neha Desai,21,Male,BA,3rd Year,53.0,8.82,6.23,7.3,8.45,8.96,,Rarely,0
Meera Shah,21,Male,BCom,1st Year,77.56,6.63,,6.0,6.73,5.63,1.0,Never,0
Aisha Nair,21,Male,BSc CS,1st Year,,7.6,3.8,8.47,6.4,7.22,3.0,Rarely,0
Vikram Singh,19,Female,BBA,3rd Year,76.84,8.68,7.82,7.78,5.09,,1.0,Never,0
Tanvi Kulkarni,20,Male,BCom,3rd Year,19.0,5.43,,6.81,7.23,,1.0,Never,0
Tanvi Pandey,19,Male,BSc CS,1st Year,57.61,9.06,6.81,8.35,6.83,9.45,0.0,Rarely,0
Harsh Gupta,21,Female,BCom,1st Year,76.01,7.07,9.23,6.36,4.36,6.73,2.0,Regularly,0
Ananya Joshi,19,Female,BCom,1st Year,81.17,8.01,9.04,5.24,8.45,8.97,2.0,Occasionally,0
Harsh Verma,22,Male,BCom,3rd Year,48.87,7.35,8.57,5.83,5.99,7.21,1.0,Rarely,0
Simran Reddy,18,Male,BSc CS,2nd Year,67.52,7.16,6.38,5.79,8.33,6.82,1.0,Occasionally,0
Meera Mehta,21,Female,BA,2nd Year,71.72,7.99,7.18,8.44,9.27,6.67,0.0,Never,0
Aisha Desai,20,Male,BBA,3rd Year,66.29,6.68,6.3,5.8,4.76,10.0,,Rarely,0
Anjali Verma,18,Female,BCom,1st Year,69.83,1.1200785858655602,,7.95,6.6,7.45,1.0,Never,0
Arjun Shah,20,Female,BBA,3rd Year,69.29,8.83,7.6,6.8,8.03,5.95,1.0,Occasionally,0
Tanvi Pandey,20,Male,BBA,2nd Year,94.86,5.54,6.57,6.39,7.74,7.06,0.0,Rarely,0
Aditya Joshi,21,Female,BBA,2nd Year,70.31,5.28,6.6,9.24,5.77,7.69,,Regularly,0
Riya Verma,20,Male,BBA,1st Year,97.21,7.77,6.61,8.5,7.54,7.28,3.0,Never,1
Aarav Desai,21,Male,BSc CS,2nd Year,72.54,7.32,,7.46,9.61,6.75,2.0,Never,0
Vivaan Bansal,20,Female,BA,3rd Year,68.23,6.9,6.06,6.23,6.64,6.99,3.0,Regularly,0
Akash Pandey,19,Male,BA,3rd Year,13.0,5.29,6.55,5.41,6.08,7.15,0.0,Rarely,0
Karan Joshi,18,Female,BA,3rd Year,7.0,5.75,,8.02,7.83,7.62,0.0,Rarely,0
Sneha Agarwal,18,Male,BSc CS,3rd Year,64.82,1.2609873339765032,5.86,6.33,5.72,8.12,,Never,1
Ishaan Reddy,19,Male,BBA,1st Year,45.94,8.86,7.75,7.04,4.98,7.0,1.0,Regularly,0
Ananya Jain,21,Female,BSc IT,3rd Year,70.86,8.86,7.19,,8.55,6.02,1.0,Rarely,0
Rahul Desai,19,Male,BBA,1st Year,59.39,7.54,5.77,8.93,7.98,6.91,0.0,Occasionally,0
Simran Patel,21,Female,BCom,3rd Year,94.41,6.27,5.39,8.26,6.56,7.36,1.0,Regularly,0
Arjun Mehta,22,Male,BSc CS,1st Year,91.42,6.85,6.76,5.8,5.95,5.08,1.0,Regularly,0
Siddharth Singh,19,Male,BBA,2nd Year,,1.7942080165500234,9.99,5.12,7.2,5.59,1.0,Regularly,0
Anjali Bansal,20,Male,BBA,3rd Year,95.92,8.8,4.84,5.19,6.8,7.91,1.0,Rarely,0
Ishaan Nair,21,Male,BCom,1st Year,92.36,4.75,6.7,7.87,7.59,5.44,2.0,Never,0
Aisha Agarwal,20,Female,BSc CS,3rd Year,16.0,7.52,7.45,6.55,8.78,8.91,1.0,Regularly,0
Arjun Singh,22,Male,BCom,1st Year,76.33,6.88,9.09,4.81,5.83,,0.0,Occasionally,0
Varun Khan,22,Female,BSc CS,2nd Year,75.27,6.19,8.14,8.03,8.93,5.03,1.0,Never,0
Neha Patel,18,Female,BSc IT,1st Year,90.37,0.6690180941815083,9.5,6.36,6.26,7.29,2.0,Occasionally,0
Varun Pandey,18,Male,BSc IT,3rd Year,62.33,9.3,5.85,6.74,5.64,7.52,2.0,Never,0
Anjali Iyer,21,Female,BCom,1st Year,14.0,4.42,7.42,7.46,7.28,7.63,0.0,Regularly,0
Aditya Kulkarni,19,Male,BSc CS,3rd Year,90.0,7.32,7.16,8.3,6.85,8.58,0.0,Rarely,0
Vivaan Mishra,20,Female,BCom,2nd Year,81.88,6.41,6.47,7.07,5.93,7.75,0.0,Regularly,0
Tanvi Kulkarni,20,Male,BSc IT,1st Year,32.13,8.13,7.25,7.66,8.58,5.87,1.0,Regularly,0
Ananya Shah,21,Female,BA,3rd Year,91.59,6.66,,5.59,8.99,7.39,2.0,Rarely,0
Karan Tiwari,21,Male,BCom,1st Year,84.56,0.8705139901465664,5.83,6.04,9.01,10.0,0.0,Rarely,0
Neha Chopra,18,Male,BSc CS,1st Year,100.0,7.51,6.98,,6.47,8.56,2.0,Rarely,0
Ananya Saxena,19,Female,BBA,1st Year,81.94,8.34,5.58,7.98,7.61,8.29,1.0,Rarely,0
Nisha Desai,19,Male,BA,2nd Year,92.08,4.26,8.45,7.26,5.76,7.2,1.0,Regularly,0
Akash Chopra,19,Female,BBA,1st Year,88.52,7.4,7.65,8.32,6.41,7.95,2.0,Regularly,0
Yash Reddy,22,Male,BSc CS,1st Year,13.0,7.43,7.09,8.37,6.58,6.84,,Regularly,0
Simran Patel,21,Male,BCom,2nd Year,64.99,6.82,6.82,7.5,5.51,6.76,1.0,Rarely,0
Karan Singh,22,Male,BA,1st Year,2.0,5.72,3.81,7.67,8.18,6.48,0.0,Occasionally,0
Krishna Malhotra,18,Female,BA,3rd Year,61.32,1.7974227798038491,6.86,,5.97,4.93,1.0,Regularly,0
Manav Agarwal,20,Female,BSc CS,2nd Year,100.0,7.76,6.49,6.22,4.86,7.52,0.0,Regularly,0
Manav Desai,21,Male,BCom,2nd Year,72.95,6.92,6.78,9.51,6.55,7.2,1.0,Regularly,0
Ananya Gupta,19,Male,BA,1st Year,70.8,6.9,8.05,6.69,7.2,,0.0,Regularly,0
Varun Verma,18,Female,BCom,2nd Year,,7.71,5.63,9.21,5.89,6.68,2.0,Regularly,0
Rahul Singh,22,Male,BSc CS,2nd Year,90.74,8.31,6.66,7.92,6.73,7.67,0.0,Occasionally,0
Sneha Khan,19,Male,BSc CS,2nd Year,86.31,8.0,7.54,8.13,6.19,6.86,2.0,Occasionally,0
Ananya Singh,22,Male,BBA,1st Year,87.05,6.43,8.28,5.95,6.8,5.71,,Rarely,0
Aisha Shah,22,Male,BSc CS,2nd Year,,7.54,6.09,6.79,5.4,8.17,0.0,Occasionally,0
Vikram Kapoor,21,Female,BCom,1st Year,,6.96,5.26,9.77,5.63,6.29,0.0,Never,0
Harsh Pandey,22,Female,BCom,1st Year,71.42,7.93,4.84,7.26,6.98,6.59,,Regularly,0
Harsh Malhotra,20,Female,BSc CS,1st Year,54.8,6.25,6.29,6.16,7.44,8.62,1.0,Never,1
Aisha Jain,19,Female,BSc IT,3rd Year,76.25,8.34,5.93,8.74,7.51,7.03,0.0,Occasionally,0
Karan Mishra,20,Male,BSc IT,3rd Year,82.71,0.06482407390631217,8.11,6.43,6.25,,1.0,Regularly,0
Riya Joshi,22,Male,BSc CS,3rd Year,49.79,8.1,8.64,4.01,8.75,8.39,0.0,Never,1
Ananya Kapoor,21,Female,BSc CS,3rd Year,53.96,8.27,8.61,6.88,8.13,7.3,1.0,Regularly,0
Meera Saxena,20,Male,BSc CS,2nd Year,57.18,7.92,6.3,3.33,9.96,6.32,0.0,Regularly,0
Nisha Kapoor,21,Female,BSc IT,1st Year,70.25,4.77,7.18,8.94,7.71,6.07,0.0,Regularly,0
Simran Reddy,21,Female,BBA,3rd Year,100.0,8.53,6.4,5.42,6.65,7.33,2.0,Rarely,0
Shreya Mishra,21,Male,BSc IT,1st Year,83.18,8.33,9.43,7.73,7.41,5.62,1.0,Never,0
Pooja Kapoor,21,Male,BBA,2nd Year,84.99,8.35,6.21,6.8,4.71,8.21,0.0,Rarely,0
Neha Verma,22,Female,BSc CS,2nd Year,,6.69,6.36,7.54,7.65,7.05,1.0,Never,0
Priya Verma,22,Male,BBA,3rd Year,62.16,5.94,,,7.25,6.18,0.0,Rarely,0
Meera Desai,18,Male,BCom,1st Year,100.0,7.23,6.29,4.68,5.21,8.99,0.0,Rarely,0
Siddharth Singh,18,Female,BSc CS,2nd Year,92.29,5.82,7.51,4.97,6.53,5.99,0.0,Regularly,0
Anjali Nair,19,Female,BSc IT,2nd Year,52.81,5.38,6.48,5.72,7.97,,1.0,Occasionally,0
Siddharth Shah,19,Female,BCom,1st Year,74.73,5.95,7.01,6.22,6.81,5.0,1.0,Never,0
Riya Kulkarni,22,Male,BSc CS,1st Year,1.0,7.32,6.32,5.67,6.65,7.22,2.0,Never,1
Vikram Joshi,19,Male,BSc CS,2nd Year,,6.62,7.71,6.86,6.41,6.6,0.0,Rarely,0
Rahul Saxena,22,Male,BCom,3rd Year,81.68,7.98,8.72,4.71,7.17,7.86,0.0,Rarely,0
Aryan Sharma,22,Male,BA,1st Year,64.71,7.78,6.45,5.58,5.26,,1.0,Occasionally,1
Yash Malhotra,22,Male,BA,3rd Year,56.9,8.31,6.27,6.38,5.72,7.11,3.0,Occasionally,1
Akash Bansal,22,Male,BSc IT,1st Year,91.8,6.69,7.02,6.42,5.66,7.6,2.0,Rarely,0
Harsh Pandey,18,Female,BSc CS,2nd Year,78.28,6.16,7.36,7.16,6.69,7.95,1.0,Occasionally,0
Sneha Patel,18,Female,BBA,2nd Year,5.0,7.09,5.29,6.11,8.52,6.92,1.0,Rarely,0
Aisha Khan,21,Female,BA,3rd Year,,6.89,8.24,5.66,7.02,4.77,0.0,Rarely,0
Rohan Iyer,18,Female,BA,1st Year,100.0,7.52,7.64,5.71,6.54,6.12,0.0,Occasionally,0
Tanvi Verma,19,Female,BCom,2nd Year,64.26,8.04,7.48,6.01,7.4,4.7,0.0,Occasionally,0
Nisha Shah,18,Male,BBA,3rd Year,76.73,7.24,6.91,5.67,8.36,4.98,1.0,Regularly,0
Arjun Patel,22,Male,BSc IT,2nd Year,17.0,8.82,5.94,7.13,9.5,6.58,0.0,Regularly,0
Meera Kulkarni,20,Female,BA,3rd Year,77.26,6.63,6.1,6.71,7.66,8.15,1.0,Regularly,0
Rohan Mishra,19,Female,BSc IT,1st Year,57.26,7.35,5.43,7.13,7.45,9.07,3.0,Occasionally,1
Meera Nair,19,Male,BSc CS,2nd Year,,0.1189597961794997,8.89,8.81,7.71,7.62,,Regularly,0
Harsh Patel,21,Female,BA,2nd Year,85.58,8.56,,8.58,7.41,7.78,0.0,Occasionally,0
Ishaan Reddy,19,Male,BA,1st Year,74.62,7.43,7.79,7.52,7.67,5.44,2.0,Regularly,0
Rahul Tiwari,19,Male,BSc CS,2nd Year,89.38,10.0,7.51,7.23,6.86,8.45,1.0,Rarely,0
Priya Mishra,18,Male,BBA,1st Year,86.2,6.49,5.41,6.6,6.05,8.44,0.0,Never,0
Nisha Patel,22,Male,BA,3rd Year,73.21,7.09,8.2,6.91,6.68,7.83,1.0,Occasionally,0
Siddharth Sharma,22,Female,BCom,2nd Year,68.61,5.26,6.9,7.25,5.36,8.3,0.0,Never,0
Priya Sharma,18,Male,BA,1st Year,15.0,8.64,8.9,9.16,5.4,6.15,2.0,Rarely,0
Aisha Singh,21,Male,BSc IT,3rd Year,54.26,7.38,6.65,5.39,7.8,3.0,1.0,Regularly,1
Sneha Kapoor,18,Male,BSc IT,1st Year,39.46,8.85,7.03,7.5,8.89,6.6,0.0,Rarely,0
Anjali Verma,19,Female,BSc IT,3rd Year,96.4,5.13,,6.66,5.99,7.63,0.0,Occasionally,0
Aditya Patel,22,Male,BCom,3rd Year,74.15,1.9432787372266918,7.97,6.45,6.55,6.81,1.0,Rarely,0
Neha Mehta,19,Male,BSc IT,2nd Year,88.92,7.48,8.03,7.4,9.39,5.52,2.0,Never,0
Aarav Singh,22,Female,BSc CS,3rd Year,75.42,7.43,5.93,7.35,7.16,7.06,1.0,Occasionally,0
Harsh Patel,18,Male,BSc IT,1st Year,66.57,6.58,4.37,6.43,8.89,6.79,,Regularly,0
Diya Desai,19,Male,BBA,1st Year,82.54,8.67,9.97,5.48,7.18,7.17,,Occasionally,0
Siddharth Saxena,20,Female,BBA,1st Year,65.22,6.71,7.15,7.59,5.51,5.92,1.0,Occasionally,0
Shreya Desai,21,Male,BA,2nd Year,89.99,6.24,8.03,5.31,6.33,6.83,3.0,Rarely,0
Tanvi Malhotra,21,Male,BSc CS,1st Year,100.0,8.37,8.24,6.49,6.85,6.01,0.0,Never,0
Yash Iyer,18,Female,BSc CS,3rd Year,83.13,6.59,6.49,7.98,7.13,5.57,1.0,Regularly,0
Ananya Verma,19,Male,BA,1st Year,95.55,6.97,7.31,7.33,6.48,6.49,,Never,0
Aryan Khan,22,Male,BSc CS,3rd Year,,6.77,5.27,7.13,5.83,7.31,0.0,Occasionally,0
Riya Mehta,19,Male,BSc CS,3rd Year,99.03,9.31,6.46,5.34,7.4,6.42,0.0,Regularly,0
Kavya Agarwal,22,Male,BCom,3rd Year,95.18,5.72,5.39,8.99,7.67,,2.0,Regularly,0
Rahul Malhotra,18,Female,BA,1st Year,81.09,6.48,7.38,7.72,9.29,7.57,3.0,Occasionally,0
Aditya Desai,22,Female,BSc IT,1st Year,68.81,6.77,6.5,,5.65,8.8,4.0,Occasionally,0
Ishaan Bansal,21,Male,BA,2nd Year,13.0,7.26,7.49,4.7,6.71,6.57,1.0,Regularly,0
Neha Jain,22,Male,BCom,2nd Year,,5.69,5.21,6.79,6.77,6.37,0.0,Occasionally,0
Siddharth Reddy,19,Male,BSc CS,1st Year,48.07,8.13,8.55,5.81,5.69,7.67,1.0,Regularly,0
Vivaan Jain,21,Male,BSc CS,2nd Year,94.11,7.63,7.22,6.01,8.13,5.82,0.0,Occasionally,0
Ishaan Gupta,18,Male,BBA,1st Year,79.89,7.23,7.0,5.32,7.47,,0.0,Never,0
Simran Verma,20,Male,BSc IT,2nd Year,84.17,6.57,5.81,,9.0,8.09,1.0,Rarely,0
Vikram Mishra,19,Male,BA,3rd Year,100.0,7.68,7.03,7.98,6.42,8.11,1.0,Rarely,0
Yash Malhotra,22,Male,BSc CS,3rd Year,93.8,6.26,6.64,7.17,5.87,5.04,,Occasionally,0
Varun Chopra,19,Female,BA,1st Year,4.0,8.35,8.0,6.94,6.12,6.98,0.0,Occasionally,0
Sneha Chopra,19,Male,BCom,2nd Year,77.36,6.86,4.68,7.69,9.46,,2.0,Never,0
Aditya Bansal,21,Female,BBA,1st Year,7.0,9.0,7.07,7.57,7.23,7.58,0.0,Regularly,0
Krishna Sharma,18,Female,BSc IT,2nd Year,69.26,7.14,8.44,9.84,8.73,6.25,0.0,Rarely,0
