name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Sneha Sinha,21,Female,BCom,2nd Year,80,5.8,5.9,9.0,7.8,7.1,0.0,rarely,0,7.1,1,0,0.33409370591589876,0.34,Medium
Raj Ghosh,22,Female,BCom,2nd Year,69,7.2,7.1,5.8,8.0,6.4,1.0,regularly,0,6.9,3,1,0.36251763364048367,0.36,Medium
Shivansh Chatterjee,19,Male,BA,3rd Year,68,6.9,7.9,6.2,5.4,7.6,0.0,never,0,6.8,0,0,0.48548788906564216,0.48,Medium
Parth Fernandes,22,Female,BBA,2nd Year,82,5.6,6.0,6.4,7.3,7.7,0.0,rarely,0,6.6,1,0,0.3836179728066752,0.39,Medium
Hitesh Rao,20,Male,BA,3rd Year,64,7.6,7.4,6.5,6.8,7.1,3.0,never,1,7.1,0,1,0.6953056997928987,0.68,High
Amit Trivedi,20,Female,BCom,1st Year,87,8.8,6.8,7.8,6.4,8.4,1.0,occasionally,0,7.7,2,1,0.24942221688627428,0.25,Low
Sonal Saxena,20,Male,BCom,3rd Year,73,8.6,5.6,6.0,7.0,5.6,2.0,rarely,0,6.6,1,1,0.5827955698292163,0.59,Medium
Ansh Chitale,18,Male,BSc IT,3rd Year,59,8.9,7.8,8.0,8.2,5.4,3.0,rarely,1,7.6,1,1,0.5914998349191104,0.6,Medium
Saloni Prajapati,19,Male,BSc IT,3rd Year,77,7.7,6.8,7.0,9.2,6.8,1.0,rarely,0,7.5,1,1,0.3731878620524056,0.38,Medium
Aniket Thomas,19,Female,BCom,1st Year,61,8.6,9.2,5.9,6.9,6.5,1.0,never,0,7.4,0,1,0.5138818020830207,0.51,Medium
Vaishnavi Tiwari,18,Female,BSc IT,2nd Year,82,7.2,7.0,6.5,7.7,8.2,1.0,rarely,0,7.3,1,1,0.374463487108683,0.38,Medium
Jay Bhosale,22,Female,BSc CS,1st Year,73,5.2,7.0,6.9,3.8,5.7,1.0,occasionally,0,5.7,2,1,0.5486988624425969,0.54,Medium
Palak Rao,20,Female,BA,2nd Year,76,7.4,7.8,3.0,7.2,7.1,0.0,never,0,6.5,0,0,0.4865083891106643,0.49,Medium
Divya Sheikh,20,Male,BBA,3rd Year,88,9.4,8.1,5.1,5.6,6.4,1.0,never,0,6.9,0,1,0.4544526818140887,0.45,Medium
Mayank Tiwari,21,Male,BBA,2nd Year,78,6.7,6.8,7.3,6.3,3.5,1.0,never,1,6.1,0,1,0.5934507908875348,0.59,Medium
Ishaan Sethi,18,Male,BBA,3rd Year,64,6.8,9.6,7.5,8.0,6.2,2.0,rarely,0,7.6,1,1,0.49243629378395404,0.49,Medium
Ansh Bansal,21,Female,BSc CS,1st Year,61,5.4,8.4,8.4,7.9,6.6,0.0,occasionally,0,7.3,2,0,0.3300267130894139,0.32,Medium
Nikhil Kulkarni,20,Female,BBA,1st Year,65,7.6,5.7,6.6,6.9,4.9,0.0,rarely,0,6.3,1,0,0.49561785274784653,0.5,Medium
Vivaan Pandey,20,Female,BA,1st Year,90,9.1,6.5,6.4,7.4,6.8,2.0,never,0,7.2,0,1,0.48254644775940214,0.48,Medium
Vivaan Ansari,20,Female,BSc IT,1st Year,96,8.6,7.0,6.7,6.4,5.6,1.0,regularly,0,6.9,3,1,0.245055076987724,0.24,Low
Monika Shah,18,Male,BBA,3rd Year,96,6.1,9.0,8.3,6.2,5.7,0.0,never,0,7.1,0,0,0.32791067623135334,0.33,Medium
Pranav Thakur,22,Female,BA,2nd Year,67,7.4,6.1,7.9,7.3,7.0,0.0,rarely,0,7.1,1,0,0.3858390611399585,0.38,Medium
Rekha Sharma,22,Male,BSc CS,2nd Year,74,7.4,6.4,8.8,6.8,5.9,1.0,never,0,7.1,0,1,0.5016358015427559,0.5,Medium
Yash Tiwari,21,Male,BSc CS,3rd Year,75,7.8,4.7,6.7,7.2,4.5,0.0,occasionally,0,6.2,2,0,0.4088303268601614,0.41,Medium
Heena Gadkari,20,Male,BSc IT,3rd Year,51,7.3,6.6,6.9,5.7,8.4,1.0,never,1,7.0,0,1,0.6164270492541346,0.61,High
Akash Pinto,19,Male,BA,3rd Year,100,7.2,7.3,7.0,4.9,7.0,1.0,never,0,6.7,0,1,0.4282498424227872,0.44,Medium
Jinal Bose,19,Male,BCom,1st Year,73,9.2,5.9,8.2,6.6,7.6,1.0,rarely,0,7.5,1,1,0.39298256145511296,0.4,Medium
Isha Lokhande,21,Male,BA,2nd Year,76,7.0,7.6,7.0,8.8,8.2,1.0,never,0,7.7,0,1,0.4091154665786235,0.41,Medium
Dhruv Gupta,19,Female,BSc IT,1st Year,100,6.5,5.7,6.8,7.2,4.9,1.0,never,0,6.2,0,1,0.48107572710628216,0.48,Medium
Muskan Singh,21,Female,BSc IT,1st Year,67,7.0,6.3,6.2,6.5,9.5,1.0,never,0,7.1,0,1,0.5256175526007744,0.52,Medium
Mayank Mittal,18,Female,BCom,3rd Year,73,7.1,7.6,6.3,5.7,8.8,0.0,regularly,0,7.1,3,0,0.24735120208902345,0.25,Low
Hetal Bhosale,21,Female,BSc CS,2nd Year,73,8.5,6.7,7.0,6.7,6.8,0.0,never,0,7.1,0,0,0.42239697451751346,0.42,Medium
Sara Thomas,18,Female,BA,3rd Year,100,5.0,7.0,7.7,7.0,9.5,1.0,never,0,7.2,0,1,0.36281778071254916,0.37,Medium
Myra Kulkarni,19,Female,BCom,1st Year,88,6.4,9.9,7.1,8.0,5.8,0.0,occasionally,0,7.4,2,0,0.19866734700003,0.2,Low
Hetal Banerjee,20,Female,BSc CS,2nd Year,54,7.1,9.3,7.3,5.7,7.0,1.0,regularly,0,7.3,3,1,0.38318275955218056,0.38,Medium
Aditi Agarwal,19,Female,BSc IT,2nd Year,75,6.8,7.0,6.5,8.3,6.1,3.0,rarely,0,6.9,1,1,0.6001740853017978,0.61,High
Tanya Chitale,22,Male,BSc IT,1st Year,93,6.6,6.6,7.3,3.4,4.8,0.0,rarely,0,5.8,1,0,0.4352132544947023,0.43,Medium
Ansh George,22,Female,BA,2nd Year,85,6.3,6.4,7.6,6.4,7.0,0.0,rarely,0,6.7,1,0,0.3561995377735091,0.36,Medium
Karan Nair,18,Male,BA,3rd Year,81,6.5,6.9,9.1,7.2,6.5,1.0,rarely,0,7.2,1,1,0.3851187081670018,0.39,Medium
Amit Menon,22,Female,BBA,2nd Year,87,6.4,5.4,6.9,6.4,7.0,3.0,occasionally,0,6.4,2,1,0.5477083771047814,0.55,Medium
Rudra Kamble,21,Female,BSc IT,3rd Year,72,4.3,8.6,6.8,7.3,7.3,0.0,regularly,0,6.9,3,0,0.2790767476063271,0.28,Low
Kavya Thakur,20,Female,BBA,3rd Year,68,8.1,5.7,6.4,6.6,7.0,0.0,occasionally,0,6.8,2,0,0.36840051625296383,0.36,Medium
Saanvi Tiwari,20,Male,BA,3rd Year,73,5.5,7.2,5.4,4.6,7.6,2.0,rarely,0,6.0,1,1,0.6435453372152354,0.65,High
Tanvi Gadkari,18,Female,BSc IT,3rd Year,100,5.4,9.2,9.1,7.9,5.4,1.0,never,0,7.4,0,1,0.34612960350571775,0.35,Medium
Rahul Katpara,21,Female,BSc CS,3rd Year,85,6.3,7.1,8.1,8.4,5.6,1.0,regularly,0,7.1,3,1,0.2643995557823333,0.27,Low
Monika Rane,20,Female,BSc IT,1st Year,48,8.6,7.3,8.2,6.4,7.1,5.0,occasionally,1,7.5,2,1,0.7450250622805175,0.74,High
Rekha Jadhav,20,Male,BSc IT,2nd Year,70,8.4,6.6,7.0,6.2,7.1,2.0,never,0,7.1,0,1,0.5935258276555512,0.59,Medium
Manav Das,20,Male,BA,1st Year,62,7.0,6.3,8.7,7.8,9.0,1.0,occasionally,0,7.7,2,1,0.3509919860731759,0.34,Medium
Vaishnavi Bhat,19,Male,BBA,3rd Year,69,7.2,5.6,5.7,7.9,8.1,1.0,regularly,0,6.9,3,1,0.36148212624185844,0.36,Medium
Myra Saxena,19,Male,BCom,3rd Year,69,7.1,6.5,6.3,4.4,6.1,3.0,regularly,1,6.1,3,1,0.610183990155176,0.62,High
Varun Mishra,18,Female,BSc IT,1st Year,73,5.4,9.8,9.1,7.2,5.0,0.0,rarely,0,7.3,1,0,0.34411861812287997,0.34,Medium
Rohan Mishra,18,Male,BSc CS,1st Year,49,7.6,7.6,6.4,9.2,7.0,1.0,rarely,0,7.6,1,1,0.49018519074346434,0.48,Medium
Siddharth Malhotra,22,Male,BSc IT,3rd Year,76,6.2,5.8,6.6,7.8,4.8,1.0,never,0,6.2,0,1,0.5934657982411382,0.59,Medium
Sagar Ghosh,20,Male,BCom,3rd Year,54,7.3,8.3,4.1,8.2,6.2,1.0,regularly,0,6.8,3,1,0.44150133565447064,0.43,Medium
Mansi Prajapati,20,Male,BA,2nd Year,49,8.1,6.5,4.3,7.0,5.7,1.0,rarely,0,6.3,1,1,0.6424347930485937,0.66,High
Siddharth Reddy,22,Female,BSc CS,3rd Year,67,7.5,8.2,7.2,6.5,6.9,1.0,never,0,7.2,0,1,0.5118408019929765,0.51,Medium
Muskan Chaudhary,18,Female,BCom,3rd Year,69,8.1,8.1,7.0,6.7,5.0,1.0,occasionally,0,7.0,2,1,0.4139328270852718,0.41,Medium
Jay D'Souza,18,Female,BBA,1st Year,69,6.6,7.7,6.2,10.0,8.7,0.0,occasionally,0,7.8,2,0,0.23485007653750323,0.23,Low
Vihaan Katpara,20,Female,BA,2nd Year,100,7.2,8.0,7.3,7.0,8.4,2.0,never,0,7.6,0,1,0.39931566467569113,0.41,Medium
Ritika Chopra,21,Male,BBA,3rd Year,99,7.5,7.0,9.0,5.9,8.1,1.0,rarely,0,7.5,1,1,0.2741393282708525,0.28,Low
Divya Naik,20,Female,BA,1st Year,94,7.2,7.2,6.2,7.6,7.4,2.0,occasionally,0,7.1,2,1,0.36167722183870094,0.36,Medium
Bhakti Patil,21,Male,BCom,3rd Year,83,7.9,6.5,5.8,6.1,7.1,0.0,rarely,0,6.7,1,0,0.3683404868385507,0.37,Medium
Sara Dubey,20,Female,BA,2nd Year,60,6.3,6.3,7.0,6.9,6.9,0.0,rarely,0,6.7,1,0,0.47660353573250896,0.47,Medium
Darshan Chatterjee,22,Female,BCom,2nd Year,87,7.4,5.2,8.7,6.4,6.6,1.0,occasionally,0,6.8,2,1,0.34991145661374085,0.35,Medium
Neha Patankar,18,Female,BCom,2nd Year,79,4.9,7.4,6.5,6.0,6.6,1.0,rarely,0,6.3,1,1,0.5075486988624426,0.51,Medium
Kiara Kamble,21,Female,BBA,1st Year,73,4.6,5.5,8.4,7.9,7.7,0.0,never,0,6.8,0,0,0.45913497613830767,0.46,Medium
Vivek D'Souza,21,Female,BSc IT,2nd Year,64,8.2,8.4,8.2,9.4,8.5,1.0,rarely,0,8.6,1,1,0.3059699252633792,0.34,Medium
Anjali Deshmukh,21,Male,BCom,2nd Year,78,7.0,7.9,6.4,8.3,5.6,1.0,never,0,7.1,0,1,0.4827565507098478,0.49,Medium
Kunal Kulkarni,22,Male,BSc IT,3rd Year,67,7.7,7.6,6.3,7.8,7.4,1.0,never,0,7.4,0,1,0.49512261007893854,0.5,Medium
Aditya Tiwari,22,Male,BSc IT,1st Year,73,6.9,8.6,7.1,6.5,7.7,2.0,rarely,0,7.4,1,1,0.48698862442596874,0.49,Medium
Yash Mhatre,22,Female,BA,3rd Year,62,8.8,8.6,4.9,8.1,7.0,0.0,never,1,7.5,0,0,0.4280397394723414,0.43,Medium
Mayank Shaikh,21,Male,BCom,2nd Year,80,5.4,6.7,6.6,5.5,7.8,1.0,rarely,0,6.4,1,1,0.49038028634030656,0.49,Medium
Aryan Yadav,22,Male,BBA,1st Year,64,8.7,7.1,6.8,7.9,6.0,1.0,regularly,0,7.3,3,1,0.33467899270642615,0.33,Medium
Dhruv Agarwal,20,Female,BSc IT,1st Year,64,7.2,6.6,7.0,7.5,9.8,1.0,rarely,0,7.6,1,1,0.41887024642074605,0.42,Medium
Ananya Chitale,20,Male,BBA,1st Year,36,5.5,3.6,6.9,8.2,7.1,2.0,rarely,0,6.3,1,1,0.7821082330341869,0.78,High
Sumit Wagh,21,Female,BSc CS,1st Year,100,6.9,6.5,6.6,8.6,6.2,0.0,regularly,0,7.0,3,0,0.13926824143830482,0.15,Low
Kabir Shah,22,Female,BCom,2nd Year,84,7.3,8.1,7.1,8.6,8.9,1.0,occasionally,0,8.0,2,1,0.21796680373382954,0.22,Low
Raj Thakur,21,Male,BSc IT,1st Year,56,9.1,7.7,5.7,7.2,5.0,1.0,never,0,6.9,0,1,0.5961971365969325,0.6,Medium
Mayank Bose,19,Female,BSc CS,3rd Year,87,6.1,7.3,5.9,6.5,6.4,0.0,regularly,0,6.4,3,0,0.2642044601854909,0.27,Low
Ananya Qureshi,19,Female,BSc CS,3rd Year,56,6.0,6.3,6.5,8.2,6.7,1.0,rarely,0,6.7,1,1,0.5598493261698232,0.56,Medium
Pallavi Gokhale,18,Female,BSc CS,3rd Year,73,5.5,7.0,6.3,7.5,5.6,0.0,regularly,0,6.4,3,0,0.3341537353303118,0.33,Medium
Saanvi Prajapati,18,Male,BA,1st Year,73,4.3,7.3,9.3,6.2,6.8,2.0,regularly,0,6.7,3,1,0.43968544586847547,0.44,Medium
Tejas Sharma,19,Male,BSc CS,3rd Year,70,9.5,7.4,7.5,5.8,5.1,2.0,never,0,7.1,0,1,0.5912897319686646,0.59,Medium
Aditya Chaudhari,21,Female,BSc IT,3rd Year,90,8.7,5.3,9.0,6.5,8.3,1.0,rarely,0,7.5,1,1,0.31291832998169106,0.31,Medium
Vaishnavi Gokhale,19,Female,BSc CS,3rd Year,73,9.8,6.8,7.5,8.4,5.4,3.0,never,1,7.6,0,1,0.5942011585676981,0.6,Medium
Hitesh Bhatt,22,Male,BCom,2nd Year,92,6.8,7.2,6.6,8.7,5.7,2.0,occasionally,0,7.0,2,1,0.3836780022210882,0.38,Medium
Gauri Pandey,22,Female,BA,2nd Year,73,7.4,6.4,5.1,6.4,8.1,1.0,occasionally,0,6.7,2,1,0.4330822102830387,0.44,Medium
Sagar Yadav,21,Male,BSc IT,1st Year,60,9.2,9.7,8.3,4.6,6.1,2.0,occasionally,0,7.6,2,1,0.4579493952036498,0.46,Medium
Mansi Fernandes,19,Male,BSc CS,3rd Year,91,5.7,7.8,6.0,7.0,5.2,2.0,regularly,0,6.3,3,1,0.40953567247951495,0.41,Medium
Payal Sharma,22,Female,BSc CS,2nd Year,86,7.2,5.9,6.5,6.1,8.7,0.0,rarely,0,6.9,1,0,0.3336284779541974,0.34,Medium
Manav Thakur,22,Male,BSc IT,2nd Year,86,6.4,5.8,8.9,8.3,7.4,1.0,occasionally,0,7.4,2,1,0.2893267701173575,0.29,Low
Sneha Jadhav,20,Male,BSc IT,2nd Year,88,8.8,6.9,6.5,6.4,5.8,3.0,regularly,0,6.9,3,1,0.4292103130533962,0.43,Medium
Aditya More,18,Male,BBA,1st Year,100,7.0,6.6,6.4,7.4,7.5,0.0,never,0,7.0,0,0,0.3186361317045351,0.32,Medium
Saanvi Chatterjee,21,Male,BBA,2nd Year,73,7.6,7.4,4.8,5.1,7.0,1.0,never,0,6.4,0,1,0.5872377464957829,0.58,Medium
Yamini Shah,21,Female,BA,1st Year,61,9.2,8.2,6.9,6.9,9.7,0.0,regularly,0,8.2,3,0,0.1701533751538253,0.19,Low
Krupa Khan,20,Male,BSc IT,1st Year,73,9.2,6.0,7.2,6.5,7.7,1.0,regularly,0,7.3,3,1,0.2978959690248221,0.29,Low
Komal Malhotra,18,Female,BCom,2nd Year,64,4.2,7.4,8.6,5.1,6.6,0.0,occasionally,0,6.4,2,0,0.4308611219497553,0.43,Medium
Diya Pinto,19,Male,BBA,2nd Year,35,6.6,7.8,7.3,7.9,6.3,1.0,never,1,7.2,0,1,0.6639403307620735,0.65,High
Sonal Prajapati,19,Female,BCom,1st Year,99,7.4,7.0,7.8,6.8,9.2,1.0,never,0,7.6,0,1,0.322132845094096,0.33,Medium
Vivek Fernandes,19,Male,BBA,2nd Year,73,6.0,4.5,7.7,7.9,5.6,1.0,regularly,0,6.3,3,1,0.41220698142089607,0.41,Medium
Kiara Shetty,21,Female,BSc CS,1st Year,86,7.4,5.0,7.0,7.9,6.6,0.0,occasionally,0,6.8,2,0,0.2835189242728935,0.28,Low
Yash Shetty,19,Male,BSc IT,3rd Year,56,8.4,7.0,7.2,5.8,7.5,1.0,occasionally,0,7.2,2,1,0.44627367410030927,0.44,Medium
Tanish Mittal,19,Female,BSc IT,2nd Year,55,7.4,6.3,7.3,8.0,5.9,0.0,never,1,7.0,0,0,0.5226611039409311,0.53,Medium
Tanvi Lokhande,20,Female,BSc CS,1st Year,75,6.4,6.5,7.7,6.8,8.5,2.0,rarely,0,7.2,1,1,0.4968484557433143,0.5,Medium
Mayank Joshi,20,Male,BSc IT,2nd Year,58,6.6,8.8,6.6,6.2,7.9,0.0,regularly,0,7.2,3,0,0.30058228531980663,0.3,Low
Sara Sawant,18,Male,BSc IT,1st Year,72,8.6,5.7,8.6,5.9,7.6,1.0,regularly,0,7.3,3,1,0.30124260887835036,0.29,Low
Meera Naik,22,Male,BBA,1st Year,93,7.9,5.3,7.6,7.7,8.1,0.0,regularly,0,7.3,3,0,0.13361046912987354,0.14,Low
Saanvi More,19,Female,BA,2nd Year,80,9.0,8.0,6.2,7.5,3.7,0.0,occasionally,0,6.9,2,0,0.29930666026352903,0.3,Low
Rudra Menon,21,Female,BBA,2nd Year,70,6.4,6.8,7.0,8.7,8.4,0.0,occasionally,0,7.5,2,0,0.2753249092055105,0.27,Low
Isha Gawande,20,Female,BA,3rd Year,100,7.4,7.0,8.2,6.7,8.3,0.0,regularly,0,7.5,3,0,0.0731158267551098,0.08,Low
Nisha Banerjee,21,Male,BSc CS,3rd Year,73,6.9,5.5,7.2,8.1,7.1,1.0,never,0,6.9,0,1,0.5207251553261099,0.52,Medium
Sagar Naidu,18,Male,BSc IT,1st Year,84,7.8,6.4,7.6,5.9,5.8,1.0,rarely,0,6.7,1,1,0.43955037968604627,0.44,Medium
Deepak Patel,19,Female,BCom,3rd Year,69,6.5,8.5,6.1,5.3,5.8,1.0,never,0,6.4,0,1,0.5997388720473033,0.59,Medium
Bhakti Das,21,Female,BBA,2nd Year,73,8.6,7.0,7.2,6.3,6.5,1.0,occasionally,0,7.1,2,1,0.3736380826605037,0.37,Medium
Simran Dubey,21,Female,BSc CS,1st Year,59,5.3,7.4,7.8,6.3,7.0,1.0,occasionally,0,6.8,2,1,0.483671999279647,0.48,Medium
Rohan Chitale,18,Male,BSc IT,1st Year,81,6.5,8.6,7.2,7.5,5.6,1.0,never,0,7.1,0,1,0.4687997118588107,0.46,Medium
Aditya Gupta,21,Female,BBA,2nd Year,82,7.5,5.4,8.2,8.6,8.2,1.0,occasionally,0,7.6,2,1,0.2799021520545066,0.27,Low
Arnav Jain,20,Female,BA,2nd Year,64,7.5,7.8,5.2,5.7,8.3,0.0,rarely,0,6.9,1,0,0.4306960410601195,0.43,Medium
Laksh Kamble,19,Female,BBA,3rd Year,71,7.7,5.7,7.0,7.3,7.5,2.0,never,0,7.0,0,1,0.5926103790857519,0.59,Medium
Pooja Kadam,21,Female,BA,2nd Year,46,8.6,7.8,7.0,5.1,7.9,6.0,regularly,0,7.3,3,1,0.7987663955338117,0.77,High
Reyansh Mehta,20,Male,BSc CS,3rd Year,77,7.2,5.2,8.4,8.1,8.6,2.0,rarely,0,7.5,1,1,0.4474142329741573,0.45,Medium
Ishita Patel,22,Female,BBA,2nd Year,77,6.8,7.0,4.1,5.9,7.0,1.0,regularly,0,6.2,3,1,0.41636401836900067,0.41,Medium
Ira Gawande,20,Male,BSc IT,3rd Year,73,8.0,8.0,7.5,5.0,5.8,0.0,occasionally,0,6.9,2,0,0.3364348530780082,0.33,Medium
Khushi Inamdar,18,Female,BA,1st Year,80,7.9,7.0,6.0,8.2,7.0,3.0,occasionally,0,7.2,2,1,0.4879641024101809,0.48,Medium
Varun Chaudhary,19,Male,BSc IT,3rd Year,61,6.1,7.4,8.0,7.4,7.0,1.0,occasionally,0,7.2,2,1,0.4250532761052916,0.42,Medium
Akash Thomas,18,Female,BSc IT,2nd Year,85,7.0,7.2,5.8,7.7,6.8,0.0,regularly,0,6.9,3,0,0.21699132574961724,0.22,Low
Shreya Patankar,21,Female,BA,2nd Year,100,8.5,7.2,7.6,7.5,7.0,1.0,never,0,7.6,0,1,0.322357955398145,0.33,Medium
Parth Gadkari,22,Male,BCom,1st Year,93,6.1,5.8,6.8,10.0,7.6,1.0,regularly,0,7.2,3,1,0.21140859020920238,0.21,Low
Hitesh D'Souza,20,Female,BSc IT,3rd Year,87,7.4,9.5,8.1,4.8,8.7,4.0,regularly,0,7.7,3,1,0.4105561725245371,0.42,Medium
Ishita Chaudhary,18,Male,BSc IT,2nd Year,59,8.0,6.3,3.8,8.3,4.6,1.0,occasionally,1,6.2,2,1,0.5515802743344238,0.54,Medium
Hetal Mukherjee,21,Male,BBA,2nd Year,87,8.3,7.0,7.1,7.1,6.1,0.0,occasionally,0,7.1,2,0,0.24157337095176634,0.24,Low
Palak Sharma,22,Male,BSc IT,2nd Year,88,8.4,6.0,7.2,8.0,7.0,1.0,occasionally,0,7.3,2,1,0.288291262718732,0.28,Low
Ishaan Pillai,20,Male,BSc IT,2nd Year,63,9.0,7.2,7.0,6.6,7.0,2.0,occasionally,0,7.4,2,1,0.467449050034517,0.47,Medium
Hitesh Pinto,22,Male,BSc CS,3rd Year,84,6.5,5.4,9.3,8.9,7.4,2.0,rarely,0,7.5,1,1,0.4185700993486807,0.43,Medium
Saloni Mathew,21,Female,BSc IT,3rd Year,60,7.4,6.4,6.7,6.9,6.2,0.0,never,1,6.7,0,0,0.5288891556862861,0.53,Medium
Diya Nikam,19,Female,BSc IT,1st Year,63,7.5,7.8,7.0,8.5,7.1,1.0,rarely,0,7.6,1,1,0.4287300777380915,0.43,Medium
Tejas Mittal,20,Female,BCom,1st Year,72,5.7,6.4,7.3,6.3,6.4,1.0,never,0,6.4,0,1,0.5894888495362729,0.58,Medium
Sara Menon,20,Male,BBA,2nd Year,67,5.7,6.8,6.3,6.5,7.7,2.0,occasionally,0,6.6,2,1,0.5376834648977998,0.54,Medium
Nandini George,19,Female,BSc IT,3rd Year,73,6.8,6.0,5.0,6.4,8.6,2.0,never,0,6.6,0,1,0.6425848665846264,0.64,High
Aditya Shirke,18,Male,BSc CS,2nd Year,79,6.6,4.7,7.0,6.1,6.0,3.0,rarely,1,6.1,1,1,0.6870066332502927,0.68,High
Rohan Arora,21,Male,BSc CS,3rd Year,87,6.8,7.0,8.5,9.0,6.5,3.0,never,1,7.6,0,1,0.5334663985352823,0.53,Medium
Mayank Bansal,18,Female,BSc IT,3rd Year,54,5.8,8.0,5.1,6.8,7.0,0.0,never,1,6.5,0,0,0.5794339226220849,0.57,Medium
Meera Lad,19,Female,BA,3rd Year,73,6.1,7.6,8.0,8.4,5.5,0.0,never,1,7.1,0,0,0.4245580334363838,0.42,Medium
Kunal Deshmukh,20,Male,BA,3rd Year,64,6.5,6.5,8.4,8.5,8.0,0.0,regularly,0,7.6,3,0,0.22842692919530558,0.22,Low
Simran Nikam,20,Male,BCom,3rd Year,90,8.8,5.1,6.6,8.2,6.8,2.0,never,0,7.1,0,1,0.5001350661824292,0.5,Medium
Hitesh Bhat,20,Male,BSc CS,3rd Year,77,8.0,8.0,4.8,7.1,6.4,2.0,rarely,0,6.9,1,1,0.5272233394363238,0.53,Medium
Rekha Chitale,20,Female,BSc CS,3rd Year,98,7.8,6.0,7.4,8.4,7.0,1.0,never,0,7.3,0,1,0.3638232734039679,0.36,Medium
Manav Kapoor,19,Female,BCom,1st Year,94,7.8,6.7,6.4,5.9,7.4,1.0,rarely,0,6.8,1,1,0.37769006813338524,0.38,Medium
Sara Gadkari,18,Female,BBA,3rd Year,68,6.3,7.0,7.3,7.0,5.9,1.0,rarely,0,6.7,1,1,0.5097847945493291,0.51,Medium
Tanya Chavan,22,Female,BBA,2nd Year,70,6.2,7.6,8.2,7.6,6.4,1.0,occasionally,0,7.2,2,1,0.38340786985622943,0.38,Medium
Nisha Rao,21,Male,BSc CS,3rd Year,84,7.3,7.0,6.4,8.1,6.3,0.0,never,0,7.0,0,0,0.38795509799801897,0.39,Medium
Ishita Kulkarni,21,Female,BSc IT,2nd Year,72,9.7,8.5,7.2,8.7,7.4,1.0,occasionally,0,8.3,2,1,0.23884203259597211,0.25,Low
Ritika Kulkarni,22,Male,BCom,1st Year,73,7.2,7.0,7.0,8.7,6.8,1.0,regularly,0,7.3,3,1,0.2896419245430259,0.29,Low
Arnav Bose,18,Female,BA,3rd Year,50,6.5,5.0,5.1,6.7,7.4,1.0,rarely,1,6.1,1,1,0.6591980070234416,0.66,High
Ritika Nikam,19,Male,BSc IT,1st Year,83,3.6,6.4,7.2,6.6,6.2,2.0,regularly,0,6.0,3,1,0.48332683014677186,0.49,Medium
Aryan Shaikh,19,Male,BCom,3rd Year,100,6.6,6.8,9.2,6.4,7.0,0.0,rarely,0,7.2,1,0,0.23075306900381176,0.24,Low
Rudra Singh,22,Female,BSc CS,3rd Year,45,7.1,7.6,7.0,6.9,6.6,1.0,rarely,0,7.0,1,1,0.5712249002010985,0.58,Medium
Divya Yadav,22,Female,BSc CS,2nd Year,72,9.2,6.4,7.4,4.6,6.3,1.0,occasionally,0,6.8,2,1,0.4218567097877961,0.42,Medium
Aarav George,22,Male,BBA,3rd Year,81,9.7,7.0,8.5,7.1,8.1,1.0,occasionally,0,8.1,2,1,0.223924723114326,0.22,Low
Harsh Deshmukh,21,Male,BBA,1st Year,87,7.6,9.0,6.6,5.8,6.2,0.0,never,0,7.0,0,0,0.37032145751418205,0.37,Medium
Nisha Menon,19,Female,BCom,2nd Year,73,9.7,7.0,7.0,6.6,7.0,1.0,never,0,7.5,0,1,0.4548428730077738,0.46,Medium
Kavya Chatterjee,22,Male,BCom,3rd Year,73,7.5,9.1,7.2,7.2,7.2,1.0,rarely,0,7.7,1,1,0.3724374943722423,0.38,Medium
Mehul Thomas,22,Male,BCom,3rd Year,90,6.7,7.0,7.1,8.5,7.0,3.0,occasionally,0,7.2,2,1,0.43519824714109917,0.43,Medium
Meera Chowdhury,18,Female,BA,2nd Year,50,7.8,5.9,8.8,6.6,6.4,1.0,regularly,0,7.1,3,1,0.4260137467359007,0.42,Medium
Hetal Yadav,20,Male,BBA,3rd Year,61,5.4,6.2,7.0,7.8,7.4,0.0,never,1,6.8,0,0,0.522661103940931,0.52,Medium
Mansi Pinto,21,Female,BSc CS,1st Year,90,6.1,6.6,7.2,7.7,7.5,1.0,regularly,0,7.0,3,1,0.2515532610979379,0.26,Low
Riya Mathew,22,Female,BSc CS,3rd Year,80,6.3,8.7,8.7,7.5,6.6,1.0,rarely,0,7.6,1,1,0.3530479935168232,0.36,Medium
Simran Mathew,19,Male,BA,2nd Year,69,7.4,7.0,8.3,7.6,4.7,1.0,never,0,7.0,0,1,0.528709067443047,0.53,Medium
Meera Fernandes,20,Male,BBA,2nd Year,88,7.1,6.7,8.2,6.8,6.1,1.0,rarely,0,7.0,1,1,0.38610919350481737,0.38,Medium
Bhavesh Iyer,21,Female,BSc IT,3rd Year,73,6.2,6.9,7.0,5.5,6.6,3.0,rarely,1,6.4,1,1,0.6715190443317225,0.67,High
Meera George,18,Male,BCom,3rd Year,42,8.5,6.7,7.0,7.1,7.4,1.0,regularly,0,7.3,3,1,0.4291652909925864,0.43,Medium
